Loop 	Time(sec) 	Checksum
 s256	     1.156	130176.000000
 s257	     1.175	163072.000000
 s258	     0.084	14.652780
 s261	     8.679	261013.984375
 s271	    24.857	689788.562500
 s272	     1.894	64000.000000
 s273	    12.091	99055.859375
 s274	    10.488	3201031680.000000
 s275	     1.267	65536.000000
s2275	    12.600	65536.000000
 s276	    21.138	689788.562500
s1279	     1.826	689810.437500
s2710	     6.291	96003.281250
s2711	    26.916	689788.562500
s2712	    28.201	289747.562500
 s281	     6.633	32000.000000
s1281	    36.697	inf
 s291	     8.267	32000.000000
 s292	     5.575	31953.501953
 s293	     5.543	32000.000000
s2101	     0.781	1704092.000000
s2102	     7.326	256.000000
s2111	    18.218	34544940.000000
 s311	    63.389	10.950721
s31111	     9.161	10.950721
 s312	    63.339	1.030518
 s313	    31.722	1.644725
 s314	     8.620	1.000000
 s315	     1.972	54857.000000
 s316	    14.958	0.000031
