Loop 	Time(sec) 	Checksum
 s000	     5.015	512066944.000000
 s111	     4.290	32000.410156
s1111	    15.440	16005.822266
 s112	    10.736	84644.898438
s1112	     8.077	32001.640625
 s113	    10.069	32000.640625
s1113	     4.998	32001.640625
 s114	     5.930	919.869873
 s115	    29.743	31745.953125
s1115	     8.480	0.065485
 s116	    67.531	32000.000000
 s118	     5.783	84488.515625
 s119	     9.185	86343.289062
s1119	     9.127	119107.445312
 s121	    11.394	32009.023438
 s122	     6.353	196490.187500
 s123	     6.294	32003.283203
 s124	     6.542	32001.640625
 s125	     5.569	131072.000000
 s126	     1.083	66949.914062
 s127	    10.493	32003.283203
 s128	     9.382	80000.000000
 s131	    18.639	32009.023438
 s132	    16.603	65538.562500
 s141	     6.185	32454472.000000
 s151	    30.450	32009.023438
 s152	    11.518	152207.562500
 s162	     4.956	32009.023438
 s171	     4.569	196500.265625
 s172	     6.510	196500.265625
