Loop 	Time(sec) 	Checksum
 s173	    18.677	32001.626953
 s174	    18.649	32001.626953
 s175	     6.384	32009.023438
 s176	     4.943	32063.902344
 s211	    10.883	63983.308594
 s212	     9.042	132018.859375
s1213	     7.698	132016.171875
 s221	     5.471	1543684096.000000
s1221	     3.386	630439296.000000
 s222	     7.248	32000.000000
 s231	     8.777	119107.445312
 s232	     3.721	65536.000000
s1232	     5.362	33956.261719
 s233	    18.763	504920.187500
s2233	    13.531	337652.718750
 s235	    18.905	160024.046875
 s241	    21.837	64000.000000
 s242	     3.530	1535966208.000000
 s243	    16.687	810659.437500
 s244	    15.177	70110.828125
s1244	    14.235	108527.601562
s2244	     7.227	70110.859375
 s251	    21.111	32004.367188
s1251	    35.970	400005.843750
s2251	     9.584	2.635389
s3251	    11.809	12.595580
 s252	     4.763	63999.000000
 s253	    11.291	3200845824.000000
 s254	    15.717	32000.000000
 s255	     4.633	31953.501953
