Loop 	Time(sec) 	Checksum
 s256	     1.156	130176.000000
 s257	     1.175	163072.000000
 s258	     0.093	14.652780
 s261	     8.660	261013.984375
 s271	    24.756	689788.562500
 s272	     1.801	64000.000000
 s273	    11.776	99055.859375
 s274	    12.030	3201031680.000000
 s275	     1.257	65536.000000
s2275	    12.567	65536.000000
 s276	    21.763	689788.562500
s1279	     1.631	689810.437500
s2710	     7.402	96003.281250
s2711	    26.919	689788.562500
s2712	    28.255	289747.562500
 s281	     6.587	32000.000000
s1281	    39.396	inf
 s291	     8.179	32000.000000
 s292	     5.504	31953.501953
 s293	     5.163	32000.000000
s2101	     0.821	1704092.000000
s2102	     6.002	256.000000
s2111	    18.216	34544940.000000
 s311	    63.464	10.950721
s31111	     9.792	10.950721
 s312	    63.457	1.030518
 s313	    31.763	1.644725
 s314	     8.150	1.000000
 s315	     1.884	54857.000000
 s316	    14.410	0.000031
