Loop 	Time(sec) 	Checksum
 s256	     1.148	130176.000000
 s257	     1.175	163072.000000
 s258	     0.098	14.652780
 s261	     9.834	261013.984375
 s271	    27.805	689788.562500
 s272	     1.789	64000.000000
 s273	    13.400	99055.859375
 s274	    12.469	3201031680.000000
 s275	     1.259	65536.000000
s2275	    12.522	65536.000000
 s276	    25.411	689788.562500
s1279	     1.615	689810.437500
s2710	     7.703	96003.281250
s2711	    29.604	689788.562500
s2712	    31.026	289747.562500
 s281	     7.386	32000.000000
s1281	    40.542	inf
 s291	     8.163	32000.000000
 s292	     5.978	31953.501953
 s293	     5.064	32000.000000
s2101	     0.838	1704092.000000
s2102	     6.145	256.000000
s2111	    18.223	34544940.000000
 s311	    63.460	10.950721
s31111	     9.289	10.950721
 s312	    63.439	1.030518
 s313	    31.759	1.644725
 s314	     8.077	1.000000
 s315	     1.871	54857.000000
 s316	    14.337	0.000031
