Loop 	Time(sec) 	Checksum
 s423	    14.268	2.736748
 s424	    14.964	822.364014
 s431	    37.303	1674287.625000
 s441	     7.855	196500.265625
 s451	     3.454	32007.896484
 s452	    17.715	32511.939453
 s453	    14.098	21.901442
 s471	     5.726	64004.925781
 s481	     6.193	196500.265625
 s491	     5.504	32001.640625
s4112	     4.582	1127128.875000
s4113	     5.189	32001.640625
s4114	     8.930	32000.000000
s4115	     6.350	1.038636
s4116	     5.111	0.753265
s4117	     5.319	32002.205078
s4121	     7.363	196500.265625
   va	    21.604	1.644725
  vag	     6.177	1.644725
  vas	     6.125	1.644725
  vif	     3.726	1.644725
  vpv	    33.730	1642244.625000
  vtv	    33.716	32000.000000
vpvtv	    18.545	689788.562500
vpvts	     3.555	175234766340096.000000
vpvpv	    18.535	1.644725
vtvtv	    18.510	32000.000000
vsumr	    63.445	10.950721
vdotr	    63.514	1.644725
 vbor	     3.044	31924.046875
