Loop 	Time(sec) 	Checksum
 s423	    15.167	2.736748
 s424	    15.241	822.364014
 s431	    38.321	1674287.625000
 s441	     7.712	196500.265625
 s451	     3.318	32007.896484
 s452	    18.053	32511.939453
 s453	    14.090	21.901442
 s471	     5.366	64004.925781
 s481	     6.190	196500.265625
 s491	     5.574	32001.640625
s4112	     4.698	1127128.875000
s4113	     5.370	32001.640625
s4114	     9.015	32000.000000
s4115	     6.357	1.038636
s4116	     5.133	0.753265
s4117	     5.376	32002.205078
s4121	     7.577	196500.265625
   va	    23.339	1.644725
  vag	     6.622	1.644725
  vas	     6.660	1.644725
  vif	     3.836	1.644725
  vpv	    34.683	1642244.625000
  vtv	    34.697	32000.000000
vpvtv	    18.644	689788.562500
vpvts	     3.683	175234766340096.000000
vpvpv	    18.616	1.644725
vtvtv	    18.623	32000.000000
vsumr	    63.460	10.950721
vdotr	    63.486	1.644725
 vbor	     3.071	31924.046875
