Loop 	Time(sec) 	Checksum
 s173	    18.729	32001.626953
 s174	    18.665	32001.626953
 s175	     6.380	32009.023438
 s176	     4.938	32063.902344
 s211	    10.870	63983.308594
 s212	     9.141	132018.859375
s1213	     7.985	132016.171875
 s221	     5.428	1543684096.000000
s1221	     3.384	630439296.000000
 s222	     7.568	32000.000000
 s231	     9.530	119107.445312
 s232	     3.735	65536.000000
s1232	     5.846	33956.261719
 s233	    20.725	504920.187500
s2233	    14.292	337652.718750
 s235	    20.757	160024.046875
 s241	    22.120	64000.000000
 s242	     3.529	1535966208.000000
 s243	    17.008	810659.437500
 s244	    15.024	70110.828125
s1244	    13.803	108527.601562
s2244	     7.237	70110.859375
 s251	    21.014	32004.367188
s1251	    37.876	400005.843750
s2251	     9.335	2.635389
s3251	    11.438	12.595580
 s252	     4.746	63999.000000
 s253	    10.828	3200845824.000000
 s254	    15.651	32000.000000
 s255	     4.624	31953.501953
