Loop 	Time(sec) 	Checksum
 s423	    14.268	2.736748
 s424	    14.953	822.364014
 s431	    37.302	1674287.625000
 s441	     7.802	196500.265625
 s451	     3.446	32007.896484
 s452	    17.709	32511.939453
 s453	    14.098	21.901442
 s471	     5.680	64004.925781
 s481	     6.192	196500.265625
 s491	     5.495	32001.640625
s4112	     4.566	1127128.875000
s4113	     5.173	32001.640625
s4114	     8.818	32000.000000
s4115	     6.350	1.038636
s4116	     5.101	0.753265
s4117	     5.307	32002.205078
s4121	     7.358	196500.265625
   va	    21.551	1.644725
  vag	     6.176	1.644725
  vas	     6.130	1.644725
  vif	     3.723	1.644725
  vpv	    33.714	1642244.625000
  vtv	    33.717	32000.000000
vpvtv	    18.495	689788.562500
vpvts	     3.549	175234766340096.000000
vpvpv	    18.494	1.644725
vtvtv	    18.481	32000.000000
vsumr	    63.401	10.950721
vdotr	    63.541	1.644725
 vbor	     3.045	31924.046875
