Loop 	Time(sec) 	Checksum
 s317	   123.996	0.000000
 s319	    26.043	43.803417
s3110	     2.000	514.000000
s13110	     2.004	514.000000
s3111	     3.176	10.950721
s3112	     6.383	1.644725
s3113	     7.870	2.000000
 s321	     9.172	32000.000000
 s322	     6.000	32000.000000
 s323	     6.386	146472.437500
 s331	     1.629	32000.000000
 s341	     4.090	10.950721
 s342	     4.598	10.950721
 s343	     0.918	1567.932129
 s351	    56.146	25606707200.000000
s1351	    39.288	32008.869141
 s352	    37.418	1.644725
 s353	     7.865	3200838400.000000
 s421	    15.583	32009.023438
s1421	    14.210	16000.000000
 s422	    28.433	257.660736
