Loop 	Time(sec) 	Checksum
 s000	     5.007	512066944.000000
 s111	     4.348	32000.410156
s1111	    15.325	16005.822266
 s112	    10.743	84644.898438
s1112	     8.076	32001.640625
 s113	    10.039	32000.640625
s1113	     5.011	32001.640625
 s114	     5.658	919.869873
 s115	    31.940	31745.953125
s1115	     8.111	0.065485
 s116	    68.350	32000.000000
 s118	     5.946	84488.515625
 s119	     9.282	86343.289062
s1119	     9.237	119107.445312
 s121	    11.366	32009.023438
 s122	     6.367	196490.187500
 s123	     6.419	32003.283203
 s124	     7.271	32001.640625
 s125	     6.101	131072.000000
 s126	     1.069	66949.914062
 s127	    10.789	32003.283203
 s128	     9.412	80000.000000
 s131	    18.621	32009.023438
 s132	    18.042	65538.562500
 s141	     6.407	32454472.000000
 s151	    30.520	32009.023438
 s152	    11.533	152207.562500
 s162	     5.003	32009.023438
 s171	     4.589	196500.265625
 s172	     6.529	196500.265625
