Loop 	Time(sec) 	Checksum
 s256	     1.175	130176.000000
 s257	     1.251	163072.000000
 s258	     0.088	14.652780
 s261	     8.675	261013.984375
 s271	    24.705	689788.562500
 s272	     1.807	64000.000000
 s273	    11.672	99055.859375
 s274	    11.477	3201031680.000000
 s275	     1.491	65536.000000
s2275	    14.902	65536.000000
 s276	    20.898	689788.562500
s1279	     1.648	689810.437500
s2710	     7.234	96003.281250
s2711	    26.855	689788.562500
s2712	    28.212	289747.562500
 s281	     6.593	32000.000000
s1281	    36.536	inf
 s291	     8.291	32000.000000
 s292	     5.507	31953.501953
 s293	     5.178	32000.000000
s2101	     0.782	1704092.000000
s2102	     6.218	256.000000
s2111	    18.193	34544940.000000
 s311	    63.381	10.950721
s31111	     9.167	10.950721
 s312	    63.348	1.030518
 s313	    31.718	1.644725
 s314	     8.177	1.000000
 s315	     1.888	54857.000000
 s316	    14.445	0.000031
