papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_17_0.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 7882
Session id                    : 26828
Parent process id             : 7881
Num. of threads               : 1
Start                         : Thu Nov 14 21:27:00 2019
Finish                        : Thu Nov 14 21:32:46 2019
8008             [PROCESS] Memory resident max KB
504              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4168             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
346541469        [PROCESS] Wallclock usecs
346540978        Real usecs
1106167352058    Real cycles
346500896        Virtual usecs
1593904121600    Virtual cycles
5493569334493    PAPI_TOT_INS
1842379947537    PAPI_LST_INS
48309519749      PAPI_BR_INS
1542596515233    PAPI_LD_INS
299783432304     PAPI_SR_INS
1573528466255    PAPI_TOT_CYC
93118820293      PAPI_RES_STL
35778039257      PAPI_L1_DCM
7194338          PAPI_L1_ICM
1218388          PAPI_TLB_DM
300366           PAPI_TLB_IM
44060937125      PAPI_L2_DCM
5568505          PAPI_L2_ICM
520312340        PAPI_STL_ICY
937723923945     PAPI_FUL_ICY
38002292618      PAPI_BR_CN
47429255         PAPI_BR_MSP
16799788067      PAPI_L2_DCA
7194338          PAPI_L2_ICA

1                [LABEL] s000
1                [s000] Measurements
16048651899      [s000] Real cycles
90691702002      [s000] PAPI_TOT_INS
33426700020      [s000] PAPI_LST_INS
379991363        [s000] PAPI_BR_INS
26660196526      [s000] PAPI_LD_INS
6766503494       [s000] PAPI_SR_INS
22799173331      [s000] PAPI_TOT_CYC
28085751         [s000] PAPI_RES_STL
800195673        [s000] PAPI_L1_DCM
42578            [s000] PAPI_L1_ICM
173872           [s000] PAPI_TLB_DM
0                [s000] PAPI_TLB_IM
599041049        [s000] PAPI_L2_DCM
39860            [s000] PAPI_L2_ICM
10766291         [s000] PAPI_STL_ICY
15486817689      [s000] PAPI_FUL_ICY
378052489        [s000] PAPI_BR_CN
776441           [s000] PAPI_BR_MSP
406056674        [s000] PAPI_L2_DCA
42578            [s000] PAPI_L2_ICA

2                [LABEL] s111
1                [s111] Measurements
13723807109      [s111] Real cycles
76819864408      [s111] PAPI_TOT_INS
20063958515      [s111] PAPI_LST_INS
190705201        [s111] PAPI_BR_INS
16652410213      [s111] PAPI_LD_INS
3411548302       [s111] PAPI_SR_INS
19491122928      [s111] PAPI_TOT_CYC
62634188         [s111] PAPI_RES_STL
802150253        [s111] PAPI_L1_DCM
37253            [s111] PAPI_L1_ICM
-730             [s111] PAPI_TLB_DM
0                [s111] PAPI_TLB_IM
596608764        [s111] PAPI_L2_DCM
34264            [s111] PAPI_L2_ICM
5840915          [s111] PAPI_STL_ICY
13044339054      [s111] PAPI_FUL_ICY
189206335        [s111] PAPI_BR_CN
365811           [s111] PAPI_BR_MSP
22722341         [s111] PAPI_L2_DCA
37253            [s111] PAPI_L2_ICA

3                [LABEL] s1111
1                [s1111] Measurements
48237882933      [s1111] Real cycles
242331672022     [s1111] PAPI_TOT_INS
71150819703      [s1111] PAPI_LST_INS
189872508        [s1111] PAPI_BR_INS
67787085467      [s1111] PAPI_LD_INS
3363734236       [s1111] PAPI_SR_INS
68444488078      [s1111] PAPI_TOT_CYC
71963021         [s1111] PAPI_RES_STL
999695483        [s1111] PAPI_L1_DCM
391825           [s1111] PAPI_L1_ICM
380              [s1111] PAPI_TLB_DM
186181           [s1111] PAPI_TLB_IM
1239677344       [s1111] PAPI_L2_DCM
386630           [s1111] PAPI_L2_ICM
10840958         [s1111] PAPI_STL_ICY
42389041578      [s1111] PAPI_FUL_ICY
188474034        [s1111] PAPI_BR_CN
516870           [s1111] PAPI_BR_MSP
478766743        [s1111] PAPI_L2_DCA
391825           [s1111] PAPI_L2_ICA

4                [LABEL] s112
1                [s112] Measurements
34480427547      [s112] Real cycles
194563090347     [s112] PAPI_TOT_INS
59768231244      [s112] PAPI_LST_INS
566177624        [s112] PAPI_BR_INS
49635040537      [s112] PAPI_LD_INS
10133190707      [s112] PAPI_SR_INS
48924846883      [s112] PAPI_TOT_CYC
202144685        [s112] PAPI_RES_STL
1203667239       [s112] PAPI_L1_DCM
