Loop 	Time(sec) 	Checksum
 s423	    14.357	2.736748
 s424	    14.978	822.364014
 s431	    37.446	1674287.625000
 s441	     7.711	196500.265625
 s451	     3.354	32007.896484
 s452	    17.782	32511.939453
 s453	    14.099	21.901442
 s471	     5.354	64004.925781
 s481	     6.182	196500.265625
 s491	     5.499	32001.640625
s4112	     4.596	1127128.875000
s4113	     5.206	32001.640625
s4114	     8.823	32000.000000
s4115	     6.346	1.038636
s4116	     5.076	0.753265
s4117	     5.323	32002.205078
s4121	     7.399	196500.265625
   va	    21.896	1.644725
  vag	     6.212	1.644725
  vas	     6.224	1.644725
  vif	     3.744	1.644725
  vpv	    33.877	1642244.625000
  vtv	    33.875	32000.000000
vpvtv	    18.435	689788.562500
vpvts	     3.568	175234766340096.000000
vpvpv	    18.429	1.644725
vtvtv	    18.418	32000.000000
vsumr	    63.417	10.950721
vdotr	    63.454	1.644725
 vbor	     3.049	31924.046875
