Loop 	Time(sec) 	Checksum
 s173	    18.689	32001.626953
 s174	    18.653	32001.626953
 s175	     6.391	32009.023438
 s176	     4.954	32063.902344
 s211	    10.959	63983.308594
 s212	     9.242	132018.859375
s1213	     7.692	132016.171875
 s221	     5.460	1543684096.000000
s1221	     3.383	630439296.000000
 s222	     7.559	32000.000000
 s231	     8.713	119107.445312
 s232	     3.718	65536.000000
s1232	     5.434	33956.261719
 s233	    18.787	504920.187500
s2233	    13.490	337652.718750
 s235	    18.755	160024.046875
 s241	    21.941	64000.000000
 s242	     3.525	1535966208.000000
 s243	    17.001	810659.437500
 s244	    15.206	70110.828125
s1244	    13.838	108527.601562
s2244	     7.648	70110.859375
 s251	    21.062	32004.367188
s1251	    35.016	400005.843750
s2251	     9.737	2.635389
s3251	    11.917	12.595580
 s252	     4.747	63999.000000
 s253	    11.340	3200845824.000000
 s254	    15.659	32000.000000
 s255	     4.618	31953.501953
