Loop 	Time(sec) 	Checksum
 s173	    18.644	32001.626953
 s174	    18.640	32001.626953
 s175	     6.375	32009.023438
 s176	     4.940	32063.902344
 s211	    10.546	63983.308594
 s212	     8.619	132018.859375
s1213	     7.476	132016.171875
 s221	     5.356	1543684096.000000
s1221	     3.384	630439296.000000
 s222	     7.279	32000.000000
 s231	     9.023	119107.445312
 s232	     3.710	65536.000000
s1232	     5.632	33956.261719
 s233	    19.499	504920.187500
s2233	    13.832	337652.718750
 s235	    19.514	160024.046875
 s241	    21.918	64000.000000
 s242	     3.518	1535966208.000000
 s243	    16.919	810659.437500
 s244	    14.868	70110.828125
s1244	    13.357	108527.601562
s2244	     6.708	70110.859375
 s251	    21.014	32004.367188
s1251	    36.706	400005.843750
s2251	     8.828	2.635389
s3251	    11.223	12.595580
 s252	     4.744	63999.000000
 s253	    11.065	3200845824.000000
 s254	    15.645	32000.000000
 s255	     4.633	31953.501953
