Loop 	Time(sec) 	Checksum
 s000	     5.044	512066944.000000
 s111	     4.297	32000.410156
s1111	    14.421	16005.822266
 s112	    10.833	84644.898438
s1112	     8.147	32001.640625
 s113	    10.139	32000.640625
s1113	     5.029	32001.640625
 s114	     5.562	919.869873
 s115	    28.526	31745.953125
s1115	     8.844	0.065485
 s116	    66.375	32000.000000
 s118	     6.191	84488.515625
 s119	     9.162	86343.289062
s1119	     9.187	119107.445312
 s121	    11.493	32009.023438
 s122	     6.371	196490.187500
 s123	     5.966	32003.283203
 s124	     6.544	32001.640625
 s125	     5.613	131072.000000
 s126	     1.171	66949.914062
 s127	     9.605	32003.283203
 s128	     9.169	80000.000000
 s131	    18.677	32009.023438
 s132	    16.633	65538.562500
 s141	     6.593	32454472.000000
 s151	    30.512	32009.023438
 s152	    11.573	152207.562500
 s162	     4.964	32009.023438
 s171	     4.733	196500.265625
 s172	     6.521	196500.265625
