papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_28_4.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 6239
Session id                    : 26828
Parent process id             : 6238
Num. of threads               : 1
Start                         : Thu Nov 14 00:23:32 2019
Finish                        : Thu Nov 14 00:31:19 2019
8120             [PROCESS] Memory resident max KB
764              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4420             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
466609091        [PROCESS] Wallclock usecs
466608585        Real usecs
1489425231021    Real cycles
466606690        Virtual usecs
2146390769400    Virtual cycles
6590561724306    PAPI_TOT_INS
2282258265557    PAPI_LST_INS
45356161594      PAPI_BR_INS
1899756724510    PAPI_LD_INS
382501541047     PAPI_SR_INS
2113764665045    PAPI_TOT_CYC
377851227809     PAPI_RES_STL
46169530488      PAPI_L1_DCM
6669658          PAPI_L1_ICM
3364             PAPI_TLB_DM
3271405          PAPI_TLB_IM
58812692349      PAPI_L2_DCM
5259864          PAPI_L2_ICM
1140762959       PAPI_STL_ICY
1092868805323    PAPI_FUL_ICY
29734081098      PAPI_BR_CN
31163667         PAPI_BR_MSP
14178838250      PAPI_L2_DCA
6669658          PAPI_L2_ICA

1                [LABEL] s423
1                [s423] Measurements
45507707373      [s423] Real cycles
256666917128     [s423] PAPI_TOT_INS
91335510343      [s423] PAPI_LST_INS
469368355        [s423] PAPI_BR_INS
78066021428      [s423] PAPI_LD_INS
13269488915      [s423] PAPI_SR_INS
64683354677      [s423] PAPI_TOT_CYC
233148456        [s423] PAPI_RES_STL
1605909023       [s423] PAPI_L1_DCM
201772           [s423] PAPI_L1_ICM
4                [s423] PAPI_TLB_DM
377351           [s423] PAPI_TLB_IM
1649872362       [s423] PAPI_L2_DCM
204341           [s423] PAPI_L2_ICM
15203486         [s423] PAPI_STL_ICY
43992110357      [s423] PAPI_FUL_ICY
466678791        [s423] PAPI_BR_CN
783995           [s423] PAPI_BR_MSP
392059770        [s423] PAPI_L2_DCA
201772           [s423] PAPI_L2_ICA

2                [LABEL] s424
1                [s424] Measurements
47665308687      [s424] Real cycles
269079417575     [s424] PAPI_TOT_INS
91229426237      [s424] PAPI_LST_INS
468093035        [s424] PAPI_BR_INS
78001606265      [s424] PAPI_LD_INS
13227819972      [s424] PAPI_SR_INS
67651799706      [s424] PAPI_TOT_CYC
230150755        [s424] PAPI_RES_STL
1603001271       [s424] PAPI_L1_DCM
154459           [s424] PAPI_L1_ICM
713              [s424] PAPI_TLB_DM
1955             [s424] PAPI_TLB_IM
1677499088       [s424] PAPI_L2_DCM
155411           [s424] PAPI_L2_ICM
14314382         [s424] PAPI_STL_ICY
46325547940      [s424] PAPI_FUL_ICY
467385372        [s424] PAPI_BR_CN
792135           [s424] PAPI_BR_MSP
1240831228       [s424] PAPI_L2_DCA
154459           [s424] PAPI_L2_ICA

3                [LABEL] s431
1                [s431] Measurements
119061103761     [s431] Real cycles
675139325486     [s431] PAPI_TOT_INS
228901971993     [s431] PAPI_LST_INS
1174796377       [s431] PAPI_BR_INS
195689153288     [s431] PAPI_LD_INS
33212818705      [s431] PAPI_SR_INS
168849933473     [s431] PAPI_TOT_CYC
166578843        [s431] PAPI_RES_STL
3994095980       [s431] PAPI_L1_DCM
425731           [s431] PAPI_L1_ICM
8                [s431] PAPI_TLB_DM
694304           [s431] PAPI_TLB_IM
3969735058       [s431] PAPI_L2_DCM
424519           [s431] PAPI_L2_ICM
66349182         [s431] PAPI_STL_ICY
109601851157     [s431] PAPI_FUL_ICY
1165253534       [s431] PAPI_BR_CN
3788857          [s431] PAPI_BR_MSP
79495587         [s431] PAPI_L2_DCA
425731           [s431] PAPI_L2_ICA

4                [LABEL] s441
1                [s441] Measurements
27371593427      [s441] Real cycles
139357788082     [s441] PAPI_TOT_INS
36735052653      [s441] PAPI_LST_INS
9698701510       [s441] PAPI_BR_INS
33411499734      [s441] PAPI_LD_INS
3323552919       [s441] PAPI_SR_INS
38884665623      [s441] PAPI_TOT_CYC
27712500         [s441] PAPI_RES_STL
667787402        [s441] PAPI_L1_DCM
407232           [s441] PAPI_L1_ICM
1256             [s441] PAPI_TLB_DM
0                [s441] PAPI_TLB_IM
1211305076       [s441] PAPI_L2_DCM
407180           [s441] PAPI_L2_ICM
111666636        [s441] PAPI_STL_ICY
24131461789      [s441] PAPI_FUL_ICY
7547638109       [s441] PAPI_BR_CN
1621636          [s441] PAPI_BR_MSP
76155686         [s441] PAPI_L2_DCA
407232           [s441] PAPI_L2_ICA

5                [LABEL] s451
1                [s451] Measurements
11100607045      [s451] Real cycles
41247104355      [s451] PAPI_TOT_INS
19872213874      [s451] PAPI_LST_INS
7721117789       [s451] PAPI_BR_INS
16162233428      [s451] PAPI_LD_INS
3709980446       [s451] PAPI_SR_INS
15818609546      [s451] PAPI_TOT_CYC
2640347825       [s451] PAPI_RES_STL
120389004        [s451] PAPI_L1_DCM
37892            [s451] PAPI_L1_ICM
14               [s451] PAPI_TLB_DM
22448            [s451] PAPI_TLB_IM
216951902        [s451] PAPI_L2_DCM
42425            [s451] PAPI_L2_ICM
14636700         [s451] PAPI_STL_ICY
7884346952       [s451] PAPI_FUL_ICY
3869721621       [s451] PAPI_BR_CN
43719            [s451] PAPI_BR_MSP
111305088        [s451] PAPI_L2_DCA
37892            [s451] PAPI_L2_ICA

6                [LABEL] s452
1                [s452] Measurements
56649362843      [s452] Real cycles
308385859627     [s452] PAPI_TOT_INS
91633025580      [s452] PAPI_LST_INS
520199311        [s452] PAPI_BR_INS
78197292836      [s452] PAPI_LD_INS
13435732744      [s452] PAPI_SR_INS
81300257213      [s452] PAPI_TOT_CYC
134317437        [s452] PAPI_RES_STL
2393285951       [s452] PAPI_L1_DCM
221695           [s452] PAPI_L1_ICM
0                [s452] PAPI_TLB_DM
113              [s452] PAPI_TLB_IM
3958414575       [s452] PAPI_L2_DCM
219397           [s452] PAPI_L2_ICM
11691303         [s452] PAPI_STL_ICY
53077647371      [s452] PAPI_FUL_ICY
439178233        [s452] PAPI_BR_CN
766493           [s452] PAPI_BR_MSP
1257096359       [s452] PAPI_L2_DCA
221695           [s452] PAPI_L2_ICA

7                [LABEL] s453
1                [s453] Measurements
45026612094      [s453] Real cycles
109281028744     [s453] PAPI_TOT_INS
52096257027      [s453] PAPI_LST_INS
181637990        [s453] PAPI_BR_INS
39060768677      [s453] PAPI_LD_INS
13035488350      [s453] PAPI_SR_INS
62850180762      [s453] PAPI_TOT_CYC
30121412246      [s453] PAPI_RES_STL
801130299        [s453] PAPI_L1_DCM
162648           [s453] PAPI_L1_ICM
9                [s453] PAPI_TLB_DM
27763            [s453] PAPI_TLB_IM
815076407        [s453] PAPI_L2_DCM
164488           [s453] PAPI_L2_ICM
13809224         [s453] PAPI_STL_ICY
19086491192      [s453] PAPI_FUL_ICY
262477113        [s453] PAPI_BR_CN
618564           [s453] PAPI_BR_MSP
410132791        [s453] PAPI_L2_DCA
162648           [s453] PAPI_L2_ICA

8                [LABEL] s471
1                [s471] Measurements
20277444966      [s471] Real cycles
93042556096      [s471] PAPI_TOT_INS
30679982075      [s471] PAPI_LST_INS
3262806266       [s471] PAPI_BR_INS
24454054186      [s471] PAPI_LD_INS
6225927889       [s471] PAPI_SR_INS
28811440778      [s471] PAPI_TOT_CYC
82587513         [s471] PAPI_RES_STL
521398590        [s471] PAPI_L1_DCM
140964           [s471] PAPI_L1_ICM
5                [s471] PAPI_TLB_DM
2371             [s471] PAPI_TLB_IM
1073955053       [s471] PAPI_L2_DCM
144107           [s471] PAPI_L2_ICM
488976524        [s471] PAPI_STL_ICY
16494360398      [s471] PAPI_FUL_ICY
58747853         [s471] PAPI_BR_CN
102938           [s471] PAPI_BR_MSP
272398582        [s471] PAPI_L2_DCA
140964           [s471] PAPI_L2_ICA

9                [LABEL] s481
1                [s481] Measurements
20052253929      [s481] Real cycles
111393127253     [s481] PAPI_TOT_INS
33916188464      [s481] PAPI_LST_INS
3356770144       [s481] PAPI_BR_INS
30361227265      [s481] PAPI_LD_INS
3554961199       [s481] PAPI_SR_INS
28330705209      [s481] PAPI_TOT_CYC
107681903        [s481] PAPI_RES_STL
776283818        [s481] PAPI_L1_DCM
61211            [s481] PAPI_L1_ICM
-5               [s481] PAPI_TLB_DM
-2352            [s481] PAPI_TLB_IM
1573381622       [s481] PAPI_L2_DCM
61144            [s481] PAPI_L2_ICM
6358271          [s481] PAPI_STL_ICY
17342102587      [s481] PAPI_FUL_ICY
3322015052       [s481] PAPI_BR_CN
298594           [s481] PAPI_BR_MSP
229926173        [s481] PAPI_L2_DCA
61211            [s481] PAPI_L2_ICA

10               [LABEL] s491
1                [s491] Measurements
17822889583      [s491] Real cycles
99722846203      [s491] PAPI_TOT_INS
30825943896      [s491] PAPI_LST_INS
47139680         [s491] PAPI_BR_INS
27764941604      [s491] PAPI_LD_INS
3061002292       [s491] PAPI_SR_INS
25473104936      [s491] PAPI_TOT_CYC
412568173        [s491] PAPI_RES_STL
1002829452       [s491] PAPI_L1_DCM
113954           [s491] PAPI_L1_ICM
43               [s491] PAPI_TLB_DM
2371             [s491] PAPI_TLB_IM
2072530273       [s491] PAPI_L2_DCM
116174           [s491] PAPI_L2_ICM
6643543          [s491] PAPI_STL_ICY
17114553327      [s491] PAPI_FUL_ICY
117142510        [s491] PAPI_BR_CN
299810           [s491] PAPI_BR_MSP
509428560        [s491] PAPI_L2_DCA
113954           [s491] PAPI_L2_ICA

11               [LABEL] s4112
1                [s4112] Measurements
15033588796      [s4112] Real cycles
80285240715      [s4112] PAPI_TOT_INS
29212620582      [s4112] PAPI_LST_INS
117068131        [s4112] PAPI_BR_INS
25901258878      [s4112] PAPI_LD_INS
3311361704       [s4112] PAPI_SR_INS
21355288595      [s4112] PAPI_TOT_CYC
1087147620       [s4112] PAPI_RES_STL
598919159        [s4112] PAPI_L1_DCM
90899            [s4112] PAPI_L1_ICM
29               [s4112] PAPI_TLB_DM
14749            [s4112] PAPI_TLB_IM
1029178358       [s4112] PAPI_L2_DCM
49181            [s4112] PAPI_L2_ICM
6350322          [s4112] PAPI_STL_ICY
13310132733      [s4112] PAPI_FUL_ICY
117010592        [s4112] PAPI_BR_CN
251570           [s4112] PAPI_BR_MSP
300730209        [s4112] PAPI_L2_DCA
90899            [s4112] PAPI_L2_ICA

12               [LABEL] s4113
1                [s4113] Measurements
16891239645      [s4113] Real cycles
92822629260      [s4113] PAPI_TOT_INS
34230161789      [s4113] PAPI_LST_INS
187453712        [s4113] PAPI_BR_INS
30651679197      [s4113] PAPI_LD_INS
3578482592       [s4113] PAPI_SR_INS
23740415680      [s4113] PAPI_TOT_CYC
576643539        [s4113] PAPI_RES_STL
796897588        [s4113] PAPI_L1_DCM
84258            [s4113] PAPI_L1_ICM
-5               [s4113] PAPI_TLB_DM
71849            [s4113] PAPI_TLB_IM
1616391047       [s4113] PAPI_L2_DCM
72314            [s4113] PAPI_L2_ICM
3746872          [s4113] PAPI_STL_ICY
15312677497      [s4113] PAPI_FUL_ICY
79737380         [s4113] PAPI_BR_CN
199937           [s4113] PAPI_BR_MSP
361199021        [s4113] PAPI_L2_DCA
84258            [s4113] PAPI_L2_ICA

13               [LABEL] s4114
1                [s4114] Measurements
31040606102      [s4114] Real cycles
150312554984     [s4114] PAPI_TOT_INS
58011839664      [s4114] PAPI_LST_INS
117349932        [s4114] PAPI_BR_INS
48293419917      [s4114] PAPI_LD_INS
9718419747       [s4114] PAPI_SR_INS
44060146680      [s4114] PAPI_TOT_CYC
