Loop 	Time(sec) 	Checksum
 s173	    18.828	32001.626953
 s174	    18.814	32001.626953
 s175	     6.382	32009.023438
 s176	     5.011	32063.902344
 s211	     9.766	63983.308594
 s212	     7.913	132018.859375
s1213	     7.038	132016.171875
 s221	     4.865	1543684096.000000
s1221	     3.485	630439296.000000
 s222	     6.521	32000.000000
 s231	     8.986	119107.445312
 s232	     3.721	65536.000000
s1232	     5.635	33956.261719
 s233	    19.497	504920.187500
s2233	    13.821	337652.718750
 s235	    19.551	160024.046875
 s241	    18.953	64000.000000
 s242	     3.525	1535966208.000000
 s243	    14.100	810659.437500
 s244	    12.817	70110.828125
s1244	    12.011	108527.601562
s2244	     6.716	70110.859375
 s251	    20.974	32004.367188
s1251	    32.235	400005.843750
s2251	     8.287	2.635389
s3251	     9.966	12.595580
 s252	     5.075	63999.000000
 s253	     9.810	3200845824.000000
 s254	    15.870	32000.000000
 s255	     4.879	31953.501953
