Loop 	Time(sec) 	Checksum
 s256	     1.175	130176.000000
 s257	     1.260	163072.000000
 s258	     0.083	14.652780
 s261	     8.754	261013.984375
 s271	    24.754	689788.562500
 s272	     1.868	64000.000000
 s273	    12.022	99055.859375
 s274	    10.592	3201031680.000000
 s275	     1.515	65536.000000
s2275	    15.103	65536.000000
 s276	    20.951	689788.562500
s1279	     1.780	689810.437500
s2710	     6.308	96003.281250
s2711	    26.888	689788.562500
s2712	    28.201	289747.562500
 s281	     6.627	32000.000000
s1281	    36.615	inf
 s291	     8.380	32000.000000
 s292	     5.552	31953.501953
 s293	     5.453	32000.000000
s2101	     0.782	1704092.000000
s2102	     6.969	256.000000
s2111	    18.201	34544940.000000
 s311	    63.429	10.950721
s31111	     9.162	10.950721
 s312	    63.471	1.030518
 s313	    31.767	1.644725
 s314	     8.544	1.000000
 s315	     1.962	54857.000000
 s316	    14.854	0.000031
