Loop 	Time(sec) 	Checksum
 s317	   123.815	0.000000
 s319	    25.924	43.803417
s3110	     2.027	514.000000
s13110	     2.026	514.000000
s3111	     3.169	10.950721
s3112	     6.371	1.644725
s3113	     7.881	2.000000
 s321	     9.180	32000.000000
 s322	     5.985	32000.000000
 s323	     6.376	146472.437500
 s331	     1.625	32000.000000
 s341	     4.097	10.950721
 s342	     4.596	10.950721
 s343	     0.894	1567.932129
 s351	    55.379	25606707200.000000
s1351	    39.756	32008.869141
 s352	    37.501	1.644725
 s353	     7.880	3200838400.000000
 s421	    15.632	32009.023438
s1421	    14.270	16000.000000
 s422	    28.472	257.660736
