Loop 	Time(sec) 	Checksum
 s317	   124.595	0.000000
 s319	    25.753	43.803417
s3110	     2.381	514.000000
s13110	     2.432	514.000000
s3111	     3.175	10.950721
s3112	     6.706	1.644725
s3113	    11.552	2.000000
 s321	     9.172	32000.000000
 s322	     5.995	32000.000000
 s323	     6.397	146472.437500
 s331	     2.755	32000.000000
 s341	     4.687	10.950721
 s342	     4.679	10.950721
 s343	     0.794	1567.932129
 s351	    43.066	25606707200.000000
s1351	    44.828	32008.869141
 s352	    30.343	1.644725
 s353	     6.388	3200838400.000000
 s421	    17.048	32009.023438
s1421	    15.250	16000.000000
 s422	    32.577	257.660736
