Loop 	Time(sec) 	Checksum
 s423	    14.353	2.736748
 s424	    14.940	822.364014
 s431	    37.270	1674287.625000
 s441	     8.731	196500.265625
 s451	     3.476	32007.896484
 s452	    17.741	32511.939453
 s453	    14.105	21.901442
 s471	     6.409	64004.925781
 s481	     6.341	196500.265625
 s491	     5.577	32001.640625
s4112	     4.629	1127128.875000
s4113	     5.182	32001.640625
s4114	    10.015	32000.000000
s4115	     6.353	1.038636
s4116	     5.116	0.753265
s4117	     5.310	32002.205078
s4121	     7.359	196500.265625
   va	    21.513	1.644725
  vag	     6.261	1.644725
  vas	     6.143	1.644725
  vif	     3.717	1.644725
  vpv	    33.693	1642244.625000
  vtv	    33.692	32000.000000
vpvtv	    18.596	689788.562500
vpvts	     3.547	175234766340096.000000
vpvpv	    18.582	1.644725
vtvtv	    18.517	32000.000000
vsumr	    63.419	10.950721
vdotr	    63.570	1.644725
 vbor	     3.052	31924.046875
