Loop 	Time(sec) 	Checksum
 s317	   124.008	0.000000
 s319	    25.779	43.803417
s3110	     1.963	514.000000
s13110	     1.953	514.000000
s3111	     3.173	10.950721
s3112	     6.403	1.644725
s3113	     7.933	2.000000
 s321	     9.166	32000.000000
 s322	     5.991	32000.000000
 s323	     6.379	146472.437500
 s331	     1.641	32000.000000
 s341	     4.103	10.950721
 s342	     4.589	10.950721
 s343	     0.914	1567.932129
 s351	    54.012	25606707200.000000
s1351	    39.513	32008.869141
 s352	    37.219	1.644725
 s353	     7.804	3200838400.000000
 s421	    15.651	32009.023438
s1421	    14.255	16000.000000
 s422	    28.573	257.660736
