Loop 	Time(sec) 	Checksum
 s317	   128.992	0.000000
 s319	    27.029	43.803417
s3110	     2.013	514.000000
s13110	     2.002	514.000000
s3111	     3.285	10.950721
s3112	     6.741	1.644725
s3113	     8.400	2.000000
 s321	     9.673	32000.000000
 s322	     6.343	32000.000000
 s323	     6.631	146472.437500
 s331	     1.712	32000.000000
 s341	     4.352	10.950721
 s342	     4.824	10.950721
 s343	     0.788	1567.932129
 s351	    57.801	25606707200.000000
s1351	    40.375	32008.869141
 s352	    39.767	1.644725
 s353	     8.174	3200838400.000000
 s421	    16.450	32009.023438
s1421	    14.536	16000.000000
 s422	    29.626	257.660736
