Loop 	Time(sec) 	Checksum
 s423	    14.337	2.736748
 s424	    14.943	822.364014
 s431	    37.400	1674287.625000
 s441	     7.733	196500.265625
 s451	     3.398	32007.896484
 s452	    17.751	32511.939453
 s453	    14.125	21.901442
 s471	     5.362	64004.925781
 s481	     6.202	196500.265625
 s491	     5.497	32001.640625
s4112	     4.564	1127128.875000
s4113	     5.212	32001.640625
s4114	     8.830	32000.000000
s4115	     6.351	1.038636
s4116	     5.100	0.753265
s4117	     5.314	32002.205078
s4121	     7.396	196500.265625
   va	    21.650	1.644725
  vag	     6.175	1.644725
  vas	     6.139	1.644725
  vif	     3.729	1.644725
  vpv	    33.780	1642244.625000
  vtv	    33.781	32000.000000
vpvtv	    18.441	689788.562500
vpvts	     3.554	175234766340096.000000
vpvpv	    18.445	1.644725
vtvtv	    18.426	32000.000000
vsumr	    63.411	10.950721
vdotr	    63.490	1.644725
 vbor	     3.039	31924.046875
