Loop 	Time(sec) 	Checksum
 s317	   123.922	0.000000
 s319	    25.764	43.803417
s3110	     2.009	514.000000
s13110	     2.022	514.000000
s3111	     3.172	10.950721
s3112	     6.383	1.644725
s3113	     7.898	2.000000
 s321	     9.158	32000.000000
 s322	     5.990	32000.000000
 s323	     6.371	146472.437500
 s331	     1.640	32000.000000
 s341	     4.093	10.950721
 s342	     4.586	10.950721
 s343	     0.759	1567.932129
 s351	    54.612	25606707200.000000
s1351	    39.318	32008.869141
 s352	    37.252	1.644725
 s353	     7.727	3200838400.000000
 s421	    15.651	32009.023438
s1421	    14.207	16000.000000
 s422	    28.549	257.660736
