Loop 	Time(sec) 	Checksum
 s317	   124.249	0.000000
 s319	    25.749	43.803417
s3110	     2.029	514.000000
s13110	     2.031	514.000000
s3111	     3.175	10.950721
s3112	     6.501	1.644725
s3113	     8.934	2.000000
 s321	     9.168	32000.000000
 s322	     5.994	32000.000000
 s323	     6.379	146472.437500
 s331	     1.882	32000.000000
 s341	     4.303	10.950721
 s342	     4.617	10.950721
 s343	     0.758	1567.932129
 s351	    43.885	25606707200.000000
s1351	    41.359	32008.869141
 s352	    30.772	1.644725
 s353	     6.471	3200838400.000000
 s421	    16.020	32009.023438
s1421	    14.484	16000.000000
 s422	    29.271	257.660736
