Loop 	Time(sec) 	Checksum
 s317	   123.931	0.000000
 s319	    25.694	43.803417
s3110	     1.964	514.000000
s13110	     1.965	514.000000
s3111	     3.177	10.950721
s3112	     6.414	1.644725
s3113	     8.037	2.000000
 s321	     9.169	32000.000000
 s322	     5.992	32000.000000
 s323	     6.382	146472.437500
 s331	     1.672	32000.000000
 s341	     4.128	10.950721
 s342	     4.582	10.950721
 s343	     0.798	1567.932129
 s351	    50.620	25606707200.000000
s1351	    39.688	32008.869141
 s352	    35.827	1.644725
 s353	     7.516	3200838400.000000
 s421	    15.713	32009.023438
s1421	    14.270	16000.000000
 s422	    28.659	257.660736
