Loop 	Time(sec) 	Checksum
 s256	     1.214	130176.000000
 s257	     1.254	163072.000000
 s258	     0.091	14.652780
 s261	     8.647	261013.984375
 s271	    24.779	689788.562500
 s272	     1.807	64000.000000
 s273	    11.825	99055.859375
 s274	    11.705	3201031680.000000
 s275	     1.503	65536.000000
s2275	    15.076	65536.000000
 s276	    21.364	689788.562500
s1279	     1.634	689810.437500
s2710	     7.273	96003.281250
s2711	    26.895	689788.562500
s2712	    28.272	289747.562500
 s281	     6.604	32000.000000
s1281	    36.631	inf
 s291	     8.274	32000.000000
 s292	     5.504	31953.501953
 s293	     5.139	32000.000000
s2101	     0.796	1704092.000000
s2102	     6.090	256.000000
s2111	    18.201	34544940.000000
 s311	    63.495	10.950721
s31111	     9.297	10.950721
 s312	    63.484	1.030518
 s313	    31.772	1.644725
 s314	     8.158	1.000000
 s315	     1.888	54857.000000
 s316	    14.421	0.000031
