Loop 	Time(sec) 	Checksum
 s317	   124.034	0.000000
 s319	    25.800	43.803417
s3110	     2.012	514.000000
s13110	     2.025	514.000000
s3111	     3.175	10.950721
s3112	     6.393	1.644725
s3113	     7.906	2.000000
 s321	     9.171	32000.000000
 s322	     5.998	32000.000000
 s323	     6.379	146472.437500
 s331	     1.640	32000.000000
 s341	     4.096	10.950721
 s342	     4.592	10.950721
 s343	     0.761	1567.932129
 s351	    54.744	25606707200.000000
s1351	    39.455	32008.869141
 s352	    37.279	1.644725
 s353	     7.731	3200838400.000000
 s421	    15.677	32009.023438
s1421	    14.228	16000.000000
 s422	    28.542	257.660736
