papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_19_1.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 8780
Session id                    : 26828
Parent process id             : 8779
Num. of threads               : 1
Start                         : Fri Nov 15 01:16:35 2019
Finish                        : Fri Nov 15 01:22:28 2019
7852             [PROCESS] Memory resident max KB
552              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
456              [PROCESS] Memory stack (at exit) KB
4280             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
352962051        [PROCESS] Wallclock usecs
352961539        Real usecs
1126661684376    Real cycles
352959248        Virtual usecs
1623612536200    Virtual cycles
5300966864933    PAPI_TOT_INS
1812465501899    PAPI_LST_INS
19816244643      PAPI_BR_INS
1524355534929    PAPI_LD_INS
288109966970     PAPI_SR_INS
1598819354191    PAPI_TOT_CYC
176684007255     PAPI_RES_STL
66584765875      PAPI_L1_DCM
6020292          PAPI_L1_ICM
238069           PAPI_TLB_DM
2539601          PAPI_TLB_IM
153491655544     PAPI_L2_DCM
5830691          PAPI_L2_ICM
698357972        PAPI_STL_ICY
899426455603     PAPI_FUL_ICY
19675328846      PAPI_BR_CN
38324600         PAPI_BR_MSP
41564048376      PAPI_L2_DCA
6020292          PAPI_L2_ICA

1                [LABEL] s173
1                [s173] Measurements
59593683319      [s173] Real cycles
336866400962     [s173] PAPI_TOT_INS
115251135447     [s173] PAPI_LST_INS
850373538        [s173] PAPI_BR_INS
98398130620      [s173] PAPI_LD_INS
16853004827      [s173] PAPI_SR_INS
84648048770      [s173] PAPI_TOT_CYC
81243192         [s173] PAPI_RES_STL
3004925753       [s173] PAPI_L1_DCM
121879           [s173] PAPI_L1_ICM
79               [s173] PAPI_TLB_DM
186917           [s173] PAPI_TLB_IM
1837804522       [s173] PAPI_L2_DCM
108503           [s173] PAPI_L2_ICM
23695150         [s173] PAPI_STL_ICY
54824341952      [s173] PAPI_FUL_ICY
846607621        [s173] PAPI_BR_CN
2537384          [s173] PAPI_BR_MSP
1033791532       [s173] PAPI_L2_DCA
121879           [s173] PAPI_L2_ICA

2                [LABEL] s174
1                [s174] Measurements
59603286199      [s174] Real cycles
338144506627     [s174] PAPI_TOT_INS
115438468084     [s174] PAPI_LST_INS
849646054        [s174] PAPI_BR_INS
98648292148      [s174] PAPI_LD_INS
16790175936      [s174] PAPI_SR_INS
84650124906      [s174] PAPI_TOT_CYC
85725881         [s174] PAPI_RES_STL
3005028849       [s174] PAPI_L1_DCM
128502           [s174] PAPI_L1_ICM
361              [s174] PAPI_TLB_DM
326904           [s174] PAPI_TLB_IM
1837927760       [s174] PAPI_L2_DCM
100748           [s174] PAPI_L2_ICM
20311284         [s174] PAPI_STL_ICY
56486631153      [s174] PAPI_FUL_ICY
846627749        [s174] PAPI_BR_CN
2009420          [s174] PAPI_BR_MSP
1034629555       [s174] PAPI_L2_DCA
128502           [s174] PAPI_L2_ICA

3                [LABEL] s175
1                [s175] Measurements
20374611415      [s175] Real cycles
70388117893      [s175] PAPI_TOT_INS
35169435170      [s175] PAPI_LST_INS
3192730429       [s175] PAPI_BR_INS
28786189951      [s175] PAPI_LD_INS
6383245219       [s175] PAPI_SR_INS
28909661145      [s175] PAPI_TOT_CYC
8199179151       [s175] PAPI_RES_STL
399954076        [s175] PAPI_L1_DCM
89861            [s175] PAPI_L1_ICM
379              [s175] PAPI_TLB_DM
2541             [s175] PAPI_TLB_IM
411803847        [s175] PAPI_L2_DCM
44399            [s175] PAPI_L2_ICM
10982062         [s175] PAPI_STL_ICY
12741041874      [s175] PAPI_FUL_ICY
3200855516       [s175] PAPI_BR_CN
196441           [s175] PAPI_BR_MSP
7108213          [s175] PAPI_L2_DCA
89861            [s175] PAPI_L2_ICA

4                [LABEL] s176
1                [s176] Measurements
15813623025      [s176] Real cycles
89141986796      [s176] PAPI_TOT_INS
31269888977      [s176] PAPI_LST_INS
162046278        [s176] PAPI_BR_INS
28052065747      [s176] PAPI_LD_INS
3217823230       [s176] PAPI_SR_INS
22365239399      [s176] PAPI_TOT_CYC
55867541         [s176] PAPI_RES_STL
