Loop 	Time(sec) 	Checksum
 s000	     5.016	512066944.000000
 s111	     4.278	32000.410156
s1111	    15.093	16005.822266
 s112	    10.778	84644.898438
s1112	     8.130	32001.640625
 s113	    10.114	32000.640625
s1113	     5.012	32001.640625
 s114	     5.589	919.869873
 s115	    28.289	31745.953125
s1115	     8.100	0.065485
 s116	    63.986	32000.000000
 s118	     6.208	84488.515625
 s119	     9.202	86343.289062
s1119	     9.143	119107.445312
 s121	    11.443	32009.023438
 s122	     6.360	196490.187500
 s123	     5.977	32003.283203
 s124	     6.542	32001.640625
 s125	     5.610	131072.000000
 s126	     1.105	66949.914062
 s127	    10.239	32003.283203
 s128	     9.262	80000.000000
 s131	    18.654	32009.023438
 s132	    16.592	65538.562500
 s141	     6.316	32454472.000000
 s151	    30.584	32009.023438
 s152	    11.559	152207.562500
 s162	     4.958	32009.023438
 s171	     4.653	196500.265625
 s172	     6.502	196500.265625
