Loop 	Time(sec) 	Checksum
 s000	     5.357	512066944.000000
 s111	     4.584	32000.410156
s1111	    13.933	16005.822266
 s112	    11.620	84644.898438
s1112	     9.005	32001.640625
 s113	    11.175	32000.640625
s1113	     5.429	32001.640625
 s114	     6.240	919.869873
 s115	    29.776	31745.953125
s1115	     8.298	0.065485
 s116	    55.768	32000.000000
 s118	     6.501	84488.515625
 s119	     9.570	86343.289062
s1119	     9.508	119107.445312
 s121	    12.100	32009.023438
 s122	     6.593	196490.187500
 s123	     5.734	32003.283203
 s124	     6.799	32001.640625
 s125	     5.799	131072.000000
 s126	     1.125	66949.914062
 s127	     9.929	32003.283203
 s128	     9.126	80000.000000
 s131	    19.582	32009.023438
 s132	    17.479	65538.562500
 s141	     6.562	32454472.000000
 s151	    31.680	32009.023438
 s152	    12.027	152207.562500
 s162	     5.170	32009.023438
 s171	     5.074	196500.265625
 s172	     6.761	196500.265625
