Loop 	Time(sec) 	Checksum
 s000	     5.028	512066944.000000
 s111	     4.299	32000.410156
s1111	    15.112	16005.822266
 s112	    10.802	84644.898438
s1112	     8.141	32001.640625
 s113	    10.137	32000.640625
s1113	     5.028	32001.640625
 s114	     6.033	919.869873
 s115	    28.334	31745.953125
s1115	     8.630	0.065485
 s116	    64.079	32000.000000
 s118	     5.994	84488.515625
 s119	     9.202	86343.289062
s1119	     9.138	119107.445312
 s121	    11.403	32009.023438
 s122	     6.383	196490.187500
 s123	     5.932	32003.283203
 s124	     6.555	32001.640625
 s125	     5.601	131072.000000
 s126	     1.103	66949.914062
 s127	    10.247	32003.283203
 s128	     9.275	80000.000000
 s131	    18.701	32009.023438
 s132	    16.612	65538.562500
 s141	     6.323	32454472.000000
 s151	    30.699	32009.023438
 s152	    11.568	152207.562500
 s162	     4.966	32009.023438
 s171	     4.682	196500.265625
 s172	     6.525	196500.265625
