Loop 	Time(sec) 	Checksum
 s173	    18.712	32001.626953
 s174	    18.693	32001.626953
 s175	     6.368	32009.023438
 s176	     4.958	32063.902344
 s211	     9.812	63983.308594
 s212	     7.926	132018.859375
s1213	     7.257	132016.171875
 s221	     4.879	1543684096.000000
s1221	     3.408	630439296.000000
 s222	     6.810	32000.000000
 s231	     8.973	119107.445312
 s232	     3.706	65536.000000
s1232	     5.565	33956.261719
 s233	    19.512	504920.187500
s2233	    13.770	337652.718750
 s235	    19.423	160024.046875
 s241	    19.380	64000.000000
 s242	     3.524	1535966208.000000
 s243	    15.622	810659.437500
 s244	    13.302	70110.828125
s1244	    11.993	108527.601562
s2244	     6.701	70110.859375
 s251	    20.899	32004.367188
s1251	    32.393	400005.843750
s2251	     8.338	2.635389
s3251	    10.017	12.595580
 s252	     4.821	63999.000000
 s253	     9.852	3200845824.000000
 s254	    15.676	32000.000000
 s255	     4.692	31953.501953
