Loop 	Time(sec) 	Checksum
 s000	     5.020	512066944.000000
 s111	     4.318	32000.410156
s1111	    15.361	16005.822266
 s112	    10.732	84644.898438
s1112	     8.069	32001.640625
 s113	    10.028	32000.640625
s1113	     4.993	32001.640625
 s114	     6.043	919.869873
 s115	    32.257	31745.953125
s1115	     8.671	0.065485
 s116	    67.026	32000.000000
 s118	     6.602	84488.515625
 s119	     9.442	86343.289062
s1119	     9.565	119107.445312
 s121	    11.380	32009.023438
 s122	     6.359	196490.187500
 s123	     6.447	32003.283203
 s124	     7.350	32001.640625
 s125	     6.228	131072.000000
 s126	     1.165	66949.914062
 s127	    10.588	32003.283203
 s128	     9.499	80000.000000
 s131	    18.612	32009.023438
 s132	    18.366	65538.562500
 s141	     6.868	32454472.000000
 s151	    30.473	32009.023438
 s152	    11.556	152207.562500
 s162	     5.016	32009.023438
 s171	     4.558	196500.265625
 s172	     6.518	196500.265625
