Loop 	Time(sec) 	Checksum
 s317	   124.147	0.000000
 s319	    25.750	43.803417
s3110	     2.051	514.000000
s13110	     2.077	514.000000
s3111	     3.176	10.950721
s3112	     6.545	1.644725
s3113	     9.295	2.000000
 s321	     9.180	32000.000000
 s322	     5.996	32000.000000
 s323	     6.395	146472.437500
 s331	     1.955	32000.000000
 s341	     4.372	10.950721
 s342	     4.591	10.950721
 s343	     0.771	1567.932129
 s351	    43.761	25606707200.000000
s1351	    41.909	32008.869141
 s352	    30.715	1.644725
 s353	     6.462	3200838400.000000
 s421	    16.157	32009.023438
s1421	    14.723	16000.000000
 s422	    29.982	257.660736
