Loop 	Time(sec) 	Checksum
 s000	     5.031	512066944.000000
 s111	     4.307	32000.410156
s1111	    15.052	16005.822266
 s112	    10.945	84644.898438
s1112	     8.363	32001.640625
 s113	    10.315	32000.640625
s1113	     5.020	32001.640625
 s114	     5.732	919.869873
 s115	    28.452	31745.953125
s1115	     8.844	0.065485
 s116	    67.121	32000.000000
 s118	     6.081	84488.515625
 s119	     9.274	86343.289062
s1119	     9.176	119107.445312
 s121	    11.453	32009.023438
 s122	     6.374	196490.187500
 s123	     6.046	32003.283203
 s124	     6.553	32001.640625
 s125	     5.595	131072.000000
 s126	     1.152	66949.914062
 s127	    10.278	32003.283203
 s128	     9.431	80000.000000
 s131	    18.670	32009.023438
 s132	    16.770	65538.562500
 s141	     6.421	32454472.000000
 s151	    30.565	32009.023438
 s152	    11.548	152207.562500
 s162	     4.970	32009.023438
 s171	     4.566	196500.265625
 s172	     6.508	196500.265625
