Loop 	Time(sec) 	Checksum
 s000	     5.060	512066944.000000
 s111	     4.311	32000.410156
s1111	    13.342	16005.822266
 s112	    10.911	84644.898438
s1112	     8.233	32001.640625
 s113	    10.261	32000.640625
s1113	     5.068	32001.640625
 s114	     5.848	919.869873
 s115	    28.462	31745.953125
s1115	     8.445	0.065485
 s116	    64.203	32000.000000
 s118	     6.251	84488.515625
 s119	     9.179	86343.289062
s1119	     9.200	119107.445312
 s121	    11.537	32009.023438
 s122	     6.378	196490.187500
 s123	     5.563	32003.283203
 s124	     6.557	32001.640625
 s125	     5.576	131072.000000
 s126	     1.150	66949.914062
 s127	     9.608	32003.283203
 s128	     8.974	80000.000000
 s131	    18.747	32009.023438
 s132	    16.718	65538.562500
 s141	     6.661	32454472.000000
 s151	    30.551	32009.023438
 s152	    11.573	152207.562500
 s162	     4.968	32009.023438
 s171	     4.783	196500.265625
 s172	     6.503	196500.265625
