Loop 	Time(sec) 	Checksum
 s173	    18.712	32001.626953
 s174	    18.699	32001.626953
 s175	     6.392	32009.023438
 s176	     4.967	32063.902344
 s211	    10.107	63983.308594
 s212	     7.947	132018.859375
s1213	     7.369	132016.171875
 s221	     4.844	1543684096.000000
s1221	     3.398	630439296.000000
 s222	     7.220	32000.000000
 s231	     8.637	119107.445312
 s232	     3.705	65536.000000
s1232	     5.354	33956.261719
 s233	    18.796	504920.187500
s2233	    13.504	337652.718750
 s235	    18.645	160024.046875
 s241	    19.675	64000.000000
 s242	     3.526	1535966208.000000
 s243	    16.853	810659.437500
 s244	    14.631	70110.828125
s1244	    13.445	108527.601562
s2244	     6.719	70110.859375
 s251	    20.986	32004.367188
s1251	    32.507	400005.843750
s2251	     8.341	2.635389
s3251	    11.304	12.595580
 s252	     4.790	63999.000000
 s253	    10.590	3200845824.000000
 s254	    15.675	32000.000000
 s255	     4.662	31953.501953
