Loop 	Time(sec) 	Checksum
 s317	   123.943	0.000000
 s319	    25.737	43.803417
s3110	     1.950	514.000000
s13110	     1.950	514.000000
s3111	     3.173	10.950721
s3112	     6.388	1.644725
s3113	     7.919	2.000000
 s321	     9.160	32000.000000
 s322	     5.990	32000.000000
 s323	     6.375	146472.437500
 s331	     1.646	32000.000000
 s341	     4.099	10.950721
 s342	     4.588	10.950721
 s343	     0.923	1567.932129
 s351	    55.762	25606707200.000000
s1351	    39.312	32008.869141
 s352	    37.303	1.644725
 s353	     7.785	3200838400.000000
 s421	    15.694	32009.023438
s1421	    14.266	16000.000000
 s422	    28.558	257.660736
