Loop 	Time(sec) 	Checksum
 s000	     5.186	512066944.000000
 s111	     4.388	32000.410156
s1111	    13.224	16005.822266
 s112	    11.202	84644.898438
s1112	     8.546	32001.640625
 s113	    10.661	32000.640625
s1113	     5.181	32001.640625
 s114	     5.934	919.869873
 s115	    28.641	31745.953125
s1115	     8.957	0.065485
 s116	    53.092	32000.000000
 s118	     5.763	84488.515625
 s119	     9.337	86343.289062
s1119	     9.193	119107.445312
 s121	    11.823	32009.023438
 s122	     6.348	196490.187500
 s123	     5.527	32003.283203
 s124	     6.563	32001.640625
 s125	     5.617	131072.000000
 s126	     1.179	66949.914062
 s127	     9.561	32003.283203
 s128	     8.786	80000.000000
 s131	    18.944	32009.023438
 s132	    17.017	65538.562500
 s141	     6.413	32454472.000000
 s151	    30.545	32009.023438
 s152	    11.543	152207.562500
 s162	     4.982	32009.023438
 s171	     5.018	196500.265625
 s172	     6.513	196500.265625
