Loop 	Time(sec) 	Checksum
 s317	   123.936	0.000000
 s319	    25.687	43.803417
s3110	     1.959	514.000000
s13110	     1.958	514.000000
s3111	     3.172	10.950721
s3112	     6.416	1.644725
s3113	     7.973	2.000000
 s321	     9.174	32000.000000
 s322	     6.001	32000.000000
 s323	     6.382	146472.437500
 s331	     1.671	32000.000000
 s341	     4.134	10.950721
 s342	     4.589	10.950721
 s343	     0.759	1567.932129
 s351	    54.786	25606707200.000000
s1351	    39.581	32008.869141
 s352	    37.135	1.644725
 s353	     7.572	3200838400.000000
 s421	    15.689	32009.023438
s1421	    14.245	16000.000000
 s422	    28.619	257.660736
