papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_28_3.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 5531
Session id                    : 26828
Parent process id             : 5530
Num. of threads               : 1
Start                         : Wed Nov 13 22:01:12 2019
Finish                        : Wed Nov 13 22:07:56 2019
8056             [PROCESS] Memory resident max KB
764              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4216             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
403502830        [PROCESS] Wallclock usecs
403502343        Real usecs
1287989380877    Real cycles
403500852        Virtual usecs
1856103914600    Virtual cycles
3862726301755    PAPI_TOT_INS
1402562363050    PAPI_LST_INS
34687499767      PAPI_BR_INS
1147374463525    PAPI_LD_INS
255187899525     PAPI_SR_INS
1828956422549    PAPI_TOT_CYC
188124920394     PAPI_RES_STL
25384417809      PAPI_L1_DCM
15598601         PAPI_L1_ICM
142233           PAPI_TLB_DM
247603           PAPI_TLB_IM
29925257664      PAPI_L2_DCM
10852643         PAPI_L2_ICM
282317838903     PAPI_STL_ICY
792554467560     PAPI_FUL_ICY
34547318204      PAPI_BR_CN
34326891         PAPI_BR_MSP
10590000379      PAPI_L2_DCA
15598601         PAPI_L2_ICA

1                [LABEL] s317
1                [s317] Measurements
395000860929     [s317] Real cycles
33494154375      [s317] PAPI_TOT_INS
25124630184      [s317] PAPI_LST_INS
295553631        [s317] PAPI_BR_INS
16843167295      [s317] PAPI_LD_INS
8281462889       [s317] PAPI_SR_INS
561700268731     [s317] PAPI_TOT_CYC
36419149379      [s317] PAPI_RES_STL
108190           [s317] PAPI_L1_DCM
1098243          [s317] PAPI_L1_ICM
294              [s317] PAPI_TLB_DM
1391             [s317] PAPI_TLB_IM
351424           [s317] PAPI_L2_DCM
68799            [s317] PAPI_L2_ICM
281929966505     [s317] PAPI_STL_ICY
106548815405     [s317] PAPI_FUL_ICY
292948189        [s317] PAPI_BR_CN
898766           [s317] PAPI_BR_MSP
1179144          [s317] PAPI_L2_DCA
1098243          [s317] PAPI_L2_ICA

2                [LABEL] s319
1                [s319] Measurements
83009699348      [s319] Real cycles
357475227502     [s319] PAPI_TOT_INS
128849933536     [s319] PAPI_LST_INS
233884535        [s319] PAPI_BR_INS
103092147920     [s319] PAPI_LD_INS
25757785616      [s319] PAPI_SR_INS
117954294537     [s319] PAPI_TOT_CYC
18618550905      [s319] PAPI_RES_STL
2000211274       [s319] PAPI_L1_DCM
1270979          [s319] PAPI_L1_ICM
1340             [s319] PAPI_TLB_DM
105004           [s319] PAPI_TLB_IM
4044904138       [s319] PAPI_L2_DCM
1266497          [s319] PAPI_L2_ICM
94316532         [s319] PAPI_STL_ICY
62678453918      [s319] PAPI_FUL_ICY
233678824        [s319] PAPI_BR_CN
386688           [s319] PAPI_BR_MSP
908765037        [s319] PAPI_L2_DCA
1270979          [s319] PAPI_L2_ICA

3                [LABEL] s3110
1                [s3110] Measurements
6207208460       [s3110] Real cycles
30735871585      [s3110] PAPI_TOT_INS
10618224954      [s3110] PAPI_LST_INS
2702337947       [s3110] PAPI_BR_INS
10428555605      [s3110] PAPI_LD_INS
189669349        [s3110] PAPI_SR_INS
8672545472       [s3110] PAPI_TOT_CYC
178083734        [s3110] PAPI_RES_STL
160821253        [s3110] PAPI_L1_DCM
20092            [s3110] PAPI_L1_ICM
2844             [s3110] PAPI_TLB_DM
91               [s3110] PAPI_TLB_IM
161391007        [s3110] PAPI_L2_DCM
8806             [s3110] PAPI_L2_ICM
11564910         [s3110] PAPI_STL_ICY
6189262940       [s3110] PAPI_FUL_ICY
2760602711       [s3110] PAPI_BR_CN
10151306         [s3110] PAPI_BR_MSP
57450181         [s3110] PAPI_L2_DCA
20092            [s3110] PAPI_L2_ICA

4                [LABEL] s13110
1                [s13110] Measurements
6207439394       [s13110] Real cycles
31879599271      [s13110] PAPI_TOT_INS
11183423238      [s13110] PAPI_LST_INS
2732669840       [s13110] PAPI_BR_INS
10903745992      [s13110] PAPI_LD_INS
279677246        [s13110] PAPI_SR_INS
8908870884       [s13110] PAPI_TOT_CYC
-49115131        [s13110] PAPI_RES_STL
157975742        [s13110] PAPI_L1_DCM
24985            [s13110] PAPI_L1_ICM
-5               [s13110] PAPI_TLB_DM
50               [s13110] PAPI_TLB_IM
152432261        [s13110] PAPI_L2_DCM
13125            [s13110] PAPI_L2_ICM
11711776         [s13110] PAPI_STL_ICY
5617527374       [s13110] PAPI_FUL_ICY
2654493220       [s13110] PAPI_BR_CN
9792386          [s13110] PAPI_BR_MSP
54628429         [s13110] PAPI_L2_DCA
24985            [s13110] PAPI_L2_ICA

5                [LABEL] s3111
1                [s3111] Measurements
10129106153      [s3111] Real cycles
29140221940      [s3111] PAPI_TOT_INS
9797468763       [s3111] PAPI_LST_INS
1662060150       [s3111] PAPI_BR_INS
8224502852       [s3111] PAPI_LD_INS
1572965911       [s3111] PAPI_SR_INS
14448759277      [s3111] PAPI_TOT_CYC
5973249488       [s3111] PAPI_RES_STL
100637870        [s3111] PAPI_L1_DCM
69536            [s3111] PAPI_L1_ICM
176              [s3111] PAPI_TLB_DM
529              [s3111] PAPI_TLB_IM
11015294         [s3111] PAPI_L2_DCM
43634            [s3111] PAPI_L2_ICM
3602652          [s3111] PAPI_STL_ICY
4707088158       [s3111] PAPI_FUL_ICY
1669574342       [s3111] PAPI_BR_CN
103574           [s3111] PAPI_BR_MSP
33484969         [s3111] PAPI_L2_DCA
69536            [s3111] PAPI_L2_ICA

6                [LABEL] s3112
1                [s3112] Measurements
20324261519      [s3112] Real cycles
51669845162      [s3112] PAPI_TOT_INS
22469993843      [s3112] PAPI_LST_INS
116981400        [s3112] PAPI_BR_INS
15954290356      [s3112] PAPI_LD_INS
6515703487       [s3112] PAPI_SR_INS
28836308295      [s3112] PAPI_TOT_CYC
13779461907      [s3112] PAPI_RES_STL
402380580        [s3112] PAPI_L1_DCM
119630           [s3112] PAPI_L1_ICM
