Loop 	Time(sec) 	Checksum
 s317	   124.118	0.000000
 s319	    25.747	43.803417
s3110	     1.968	514.000000
s13110	     1.968	514.000000
s3111	     3.177	10.950721
s3112	     6.421	1.644725
s3113	     8.013	2.000000
 s321	     9.181	32000.000000
 s322	     6.004	32000.000000
 s323	     6.391	146472.437500
 s331	     1.676	32000.000000
 s341	     4.129	10.950721
 s342	     4.584	10.950721
 s343	     0.802	1567.932129
 s351	    50.642	25606707200.000000
s1351	    39.557	32008.869141
 s352	    35.883	1.644725
 s353	     7.518	3200838400.000000
 s421	    15.725	32009.023438
s1421	    14.336	16000.000000
 s422	    28.669	257.660736
