papiex version                : 1.0.3
papiex build                  : Aug 30 2019/14:43:52
Executable                    : /home/chermen/PycharmProjects/unrolling/TSVC/Measurements/a_8_0.out
Arguments                     : 
Processor                     : Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
Clockrate (MHz)               : 4600.000000
Hostname                      : sienne
Options                       : MULTIPLEX,MEMORY,PAPI_TOT_INS,PAPI_LST_INS,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_STL_ICY,PAPI_FUL_ICY,PAPI_BR_CN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_ICA,NO_MPI_PROF,NO_IO_PROF,NO_THREADSYNC_PROF,NEXTGEN
Domain                        : User
Process id                    : 8336
Session id                    : 26828
Parent process id             : 8335
Num. of threads               : 1
Start                         : Thu Nov 14 23:55:08 2019
Finish                        : Fri Nov 15 00:00:47 2019
7872             [PROCESS] Memory resident max KB
292              [PROCESS] Memory text (at exit) KB
6152             [PROCESS] Memory library (at exit) KB
3536             [PROCESS] Memory heap (at exit) KB
460              [PROCESS] Memory stack (at exit) KB
4016             [PROCESS] Memory shared (at exit) KB
0                [PROCESS] Memory locked (at exit) KB
339499403        [PROCESS] Wallclock usecs
339498872        Real usecs
1083688703393    Real cycles
339498056        Virtual usecs
1561691048400    Virtual cycles
5511799432740    PAPI_TOT_INS
1876012756554    PAPI_LST_INS
57739858366      PAPI_BR_INS
1566788095814    PAPI_LD_INS
309224660740     PAPI_SR_INS
1540223251704    PAPI_TOT_CYC
90604349420      PAPI_RES_STL
35851776998      PAPI_L1_DCM
4691674          PAPI_L1_ICM
473137           PAPI_TLB_DM
649738           PAPI_TLB_IM
41506675131      PAPI_L2_DCM
4122919          PAPI_L2_ICM
648687298        PAPI_STL_ICY
937567489739     PAPI_FUL_ICY
47618907191      PAPI_BR_CN
102256793        PAPI_BR_MSP
16102547015      PAPI_L2_DCA
4691674          PAPI_L2_ICA

1                [LABEL] s000
1                [s000] Measurements
16264211601      [s000] Real cycles
91815136172      [s000] PAPI_TOT_INS
35171095305      [s000] PAPI_LST_INS
801673899        [s000] PAPI_BR_INS
27973785225      [s000] PAPI_LD_INS
7197310080       [s000] PAPI_SR_INS
23131071611      [s000] PAPI_TOT_CYC
30152211         [s000] PAPI_RES_STL
800979195        [s000] PAPI_L1_DCM
29972            [s000] PAPI_L1_ICM
33               [s000] PAPI_TLB_DM
9                [s000] PAPI_TLB_IM
609687380        [s000] PAPI_L2_DCM
24358            [s000] PAPI_L2_ICM
5879569          [s000] PAPI_STL_ICY
16066934161      [s000] PAPI_FUL_ICY
800565199        [s000] PAPI_BR_CN
202473           [s000] PAPI_BR_MSP
404829803        [s000] PAPI_L2_DCA
29972            [s000] PAPI_L2_ICA

2                [LABEL] s111
1                [s111] Measurements
13855575487      [s111] Real cycles
77663865246      [s111] PAPI_TOT_INS
20731535742      [s111] PAPI_LST_INS
400059924        [s111] PAPI_BR_INS
