Loop 	Time(sec) 	Checksum
 s000	     5.044	512066944.000000
 s111	     4.307	32000.410156
s1111	    14.108	16005.822266
 s112	    10.839	84644.898438
s1112	     8.164	32001.640625
 s113	    10.184	32000.640625
s1113	     5.048	32001.640625
 s114	     5.961	919.869873
 s115	    28.501	31745.953125
s1115	     8.180	0.065485
 s116	    64.500	32000.000000
 s118	     5.852	84488.515625
 s119	     9.212	86343.289062
s1119	     9.157	119107.445312
 s121	    11.513	32009.023438
 s122	     6.346	196490.187500
 s123	     5.553	32003.283203
 s124	     6.538	32001.640625
 s125	     5.582	131072.000000
 s126	     1.060	66949.914062
 s127	     9.590	32003.283203
 s128	     9.050	80000.000000
 s131	    18.688	32009.023438
 s132	    16.735	65538.562500
 s141	     6.369	32454472.000000
 s151	    30.459	32009.023438
 s152	    11.522	152207.562500
 s162	     4.955	32009.023438
 s171	     4.837	196500.265625
 s172	     6.504	196500.265625
