Loop 	Time(sec) 	Checksum
 s173	    18.707	32001.626953
 s174	    18.666	32001.626953
 s175	     6.385	32009.023438
 s176	     4.955	32063.902344
 s211	    10.474	63983.308594
 s212	     9.148	132018.859375
s1213	     7.498	132016.171875
 s221	     5.393	1543684096.000000
s1221	     3.380	630439296.000000
 s222	     7.146	32000.000000
 s231	     9.398	119107.445312
 s232	     3.719	65536.000000
s1232	     5.829	33956.261719
 s233	    20.995	504920.187500
s2233	    14.485	337652.718750
 s235	    20.408	160024.046875
 s241	    22.023	64000.000000
 s242	     3.518	1535966208.000000
 s243	    16.958	810659.437500
 s244	    15.038	70110.828125
s1244	    13.679	108527.601562
s2244	     7.553	70110.859375
 s251	    21.072	32004.367188
s1251	    35.759	400005.843750
s2251	     9.478	2.635389
s3251	    11.832	12.595580
 s252	     4.742	63999.000000
 s253	    11.481	3200845824.000000
 s254	    15.638	32000.000000
 s255	     4.618	31953.501953
