Loop 	Time(sec) 	Checksum
 s317	   123.983	0.000000
 s319	    25.723	43.803417
s3110	     1.970	514.000000
s13110	     1.968	514.000000
s3111	     3.172	10.950721
s3112	     6.419	1.644725
s3113	     8.022	2.000000
 s321	     9.166	32000.000000
 s322	     5.992	32000.000000
 s323	     6.383	146472.437500
 s331	     1.665	32000.000000
 s341	     4.141	10.950721
 s342	     4.582	10.950721
 s343	     0.817	1567.932129
 s351	    53.155	25606707200.000000
s1351	    39.833	32008.869141
 s352	    35.722	1.644725
 s353	     7.556	3200838400.000000
 s421	    15.731	32009.023438
s1421	    14.282	16000.000000
 s422	    28.709	257.660736
