Loop 	Time(sec) 	Checksum
 s173	    18.717	32001.626953
 s174	    18.717	32001.626953
 s175	     6.388	32009.023438
 s176	     4.966	32063.902344
 s211	     9.832	63983.308594
 s212	     7.942	132018.859375
s1213	     7.257	132016.171875
 s221	     4.899	1543684096.000000
s1221	     3.421	630439296.000000
 s222	     6.479	32000.000000
 s231	     8.929	119107.445312
 s232	     3.704	65536.000000
s1232	     5.530	33956.261719
 s233	    19.430	504920.187500
s2233	    13.735	337652.718750
 s235	    19.581	160024.046875
 s241	    19.449	64000.000000
 s242	     3.526	1535966208.000000
 s243	    15.621	810659.437500
 s244	    13.016	70110.828125
s1244	    12.038	108527.601562
s2244	     6.707	70110.859375
 s251	    20.984	32004.367188
s1251	    32.365	400005.843750
s2251	     8.347	2.635389
s3251	    10.013	12.595580
 s252	     4.826	63999.000000
 s253	     9.865	3200845824.000000
 s254	    15.717	32000.000000
 s255	     4.711	31953.501953
