Loop 	Time(sec) 	Checksum
 s423	    14.281	2.736748
 s424	    15.057	822.364014
 s431	    37.266	1674287.625000
 s441	     8.357	196500.265625
 s451	     3.466	32007.896484
 s452	    17.722	32511.939453
 s453	    14.104	21.901442
 s471	     6.188	64004.925781
 s481	     6.204	196500.265625
 s491	     5.515	32001.640625
s4112	     4.587	1127128.875000
s4113	     5.176	32001.640625
s4114	     9.470	32000.000000
s4115	     6.356	1.038636
s4116	     5.144	0.753265
s4117	     5.309	32002.205078
s4121	     7.353	196500.265625
   va	    21.586	1.644725
  vag	     6.193	1.644725
  vas	     6.125	1.644725
  vif	     3.724	1.644725
  vpv	    33.711	1642244.625000
  vtv	    33.702	32000.000000
vpvtv	    18.567	689788.562500
vpvts	     3.552	175234766340096.000000
vpvpv	    18.550	1.644725
vtvtv	    18.517	32000.000000
vsumr	    63.419	10.950721
vdotr	    63.495	1.644725
 vbor	     3.043	31924.046875
