Loop 	Time(sec) 	Checksum
 s423	    14.313	2.736748
 s424	    14.941	822.364014
 s431	    37.330	1674287.625000
 s441	     7.715	196500.265625
 s451	     3.378	32007.896484
 s452	    17.733	32511.939453
 s453	    14.088	21.901442
 s471	     5.347	64004.925781
 s481	     6.178	196500.265625
 s491	     5.482	32001.640625
s4112	     4.662	1127128.875000
s4113	     5.290	32001.640625
s4114	     9.108	32000.000000
s4115	     6.346	1.038636
s4116	     5.121	0.753265
s4117	     5.329	32002.205078
s4121	     7.391	196500.265625
   va	    21.702	1.644725
  vag	     6.293	1.644725
  vas	     6.156	1.644725
  vif	     3.735	1.644725
  vpv	    33.824	1642244.625000
  vtv	    33.760	32000.000000
vpvtv	    18.424	689788.562500
vpvts	     3.559	175234766340096.000000
vpvpv	    18.412	1.644725
vtvtv	    18.412	32000.000000
vsumr	    63.339	10.950721
vdotr	    63.422	1.644725
 vbor	     3.051	31924.046875
