Loop 	Time(sec) 	Checksum
 s000	     5.046	512066944.000000
 s111	     4.294	32000.410156
s1111	    14.502	16005.822266
 s112	    10.784	84644.898438
s1112	     8.129	32001.640625
 s113	    10.106	32000.640625
s1113	     5.009	32001.640625
 s114	     5.919	919.869873
 s115	    28.378	31745.953125
s1115	     8.319	0.065485
 s116	    65.310	32000.000000
 s118	     6.032	84488.515625
 s119	     9.210	86343.289062
s1119	     9.124	119107.445312
 s121	    11.467	32009.023438
 s122	     6.361	196490.187500
 s123	     6.190	32003.283203
 s124	     6.543	32001.640625
 s125	     5.571	131072.000000
 s126	     1.162	66949.914062
 s127	    10.322	32003.283203
 s128	     9.284	80000.000000
 s131	    18.645	32009.023438
 s132	    16.622	65538.562500
 s141	     6.515	32454472.000000
 s151	    30.562	32009.023438
 s152	    11.567	152207.562500
 s162	     4.961	32009.023438
 s171	     4.657	196500.265625
 s172	     6.518	196500.265625
