Loop 	Time(sec) 	Checksum
 s423	    14.343	2.736748
 s424	    14.919	822.364014
 s431	    37.291	1674287.625000
 s441	     7.736	196500.265625
 s451	     3.419	32007.896484
 s452	    17.742	32511.939453
 s453	    14.093	21.901442
 s471	     5.355	64004.925781
 s481	     6.193	196500.265625
 s491	     5.494	32001.640625
s4112	     4.664	1127128.875000
s4113	     5.285	32001.640625
s4114	     9.119	32000.000000
s4115	     6.350	1.038636
s4116	     5.080	0.753265
s4117	     5.321	32002.205078
s4121	     7.388	196500.265625
   va	    21.633	1.644725
  vag	     6.261	1.644725
  vas	     6.130	1.644725
  vif	     3.733	1.644725
  vpv	    33.768	1642244.625000
  vtv	    33.754	32000.000000
vpvtv	    18.504	689788.562500
vpvts	     3.556	175234766340096.000000
vpvpv	    18.473	1.644725
vtvtv	    18.456	32000.000000
vsumr	    63.433	10.950721
vdotr	    63.496	1.644725
 vbor	     3.040	31924.046875
