Loop 	Time(sec) 	Checksum
 s317	   123.765	0.000000
 s319	    25.915	43.803417
s3110	     1.941	514.000000
s13110	     1.939	514.000000
s3111	     3.167	10.950721
s3112	     6.371	1.644725
s3113	     7.879	2.000000
 s321	     9.152	32000.000000
 s322	     5.982	32000.000000
 s323	     6.366	146472.437500
 s331	     1.630	32000.000000
 s341	     4.090	10.950721
 s342	     4.589	10.950721
 s343	     0.804	1567.932129
 s351	    55.025	25606707200.000000
s1351	    39.409	32008.869141
 s352	    37.900	1.644725
 s353	     7.865	3200838400.000000
 s421	    15.653	32009.023438
s1421	    14.241	16000.000000
 s422	    28.606	257.660736
