Loop 	Time(sec) 	Checksum
 s173	    20.576	32001.626953
 s174	    20.556	32001.626953
 s175	     6.381	32009.023438
 s176	     5.178	32063.902344
 s211	     9.812	63983.308594
 s212	     7.894	132018.859375
s1213	     7.185	132016.171875
 s221	     5.000	1543684096.000000
s1221	     3.634	630439296.000000
 s222	     6.628	32000.000000
 s231	     8.982	119107.445312
 s232	     3.762	65536.000000
s1232	     5.794	33956.261719
 s233	    19.647	504920.187500
s2233	    13.964	337652.718750
 s235	    19.803	160024.046875
 s241	    18.994	64000.000000
 s242	     3.519	1535966208.000000
 s243	    14.112	810659.437500
 s244	    12.704	70110.828125
s1244	    11.999	108527.601562
s2244	     6.728	70110.859375
 s251	    21.423	32004.367188
s1251	    32.074	400005.843750
s2251	     8.278	2.635389
s3251	     9.889	12.595580
 s252	     5.505	63999.000000
 s253	     9.732	3200845824.000000
 s254	    16.380	32000.000000
 s255	     5.124	31953.501953
