Loop 	Time(sec) 	Checksum
 s317	   123.879	0.000000
 s319	    25.738	43.803417
s3110	     1.953	514.000000
s13110	     1.952	514.000000
s3111	     3.173	10.950721
s3112	     6.390	1.644725
s3113	     7.923	2.000000
 s321	     9.165	32000.000000
 s322	     5.990	32000.000000
 s323	     6.381	146472.437500
 s331	     1.646	32000.000000
 s341	     4.108	10.950721
 s342	     4.595	10.950721
 s343	     0.933	1567.932129
 s351	    55.787	25606707200.000000
s1351	    39.550	32008.869141
 s352	    37.324	1.644725
 s353	     7.787	3200838400.000000
 s421	    15.669	32009.023438
s1421	    14.229	16000.000000
 s422	    28.573	257.660736
