Loop 	Time(sec) 	Checksum
 s173	    18.676	32001.626953
 s174	    18.672	32001.626953
 s175	     6.394	32009.023438
 s176	     4.957	32063.902344
 s211	    10.509	63983.308594
 s212	     9.149	132018.859375
s1213	     7.511	132016.171875
 s221	     5.399	1543684096.000000
s1221	     3.392	630439296.000000
 s222	     7.161	32000.000000
 s231	     8.711	119107.445312
 s232	     3.729	65536.000000
s1232	     5.372	33956.261719
 s233	    18.865	504920.187500
s2233	    13.530	337652.718750
 s235	    18.770	160024.046875
 s241	    22.052	64000.000000
 s242	     3.527	1535966208.000000
 s243	    16.979	810659.437500
 s244	    15.064	70110.828125
s1244	    13.710	108527.601562
s2244	     7.560	70110.859375
 s251	    21.044	32004.367188
s1251	    35.670	400005.843750
s2251	     9.515	2.635389
s3251	    11.848	12.595580
 s252	     4.745	63999.000000
 s253	    11.510	3200845824.000000
 s254	    15.674	32000.000000
 s255	     4.629	31953.501953
