Loop 	Time(sec) 	Checksum
 s173	    18.701	32001.626953
 s174	    18.687	32001.626953
 s175	     6.385	32009.023438
 s176	     4.945	32063.902344
 s211	    10.383	63983.308594
 s212	     8.627	132018.859375
s1213	     7.407	132016.171875
 s221	     5.334	1543684096.000000
s1221	     3.386	630439296.000000
 s222	     7.348	32000.000000
 s231	     8.648	119107.445312
 s232	     3.700	65536.000000
s1232	     5.330	33956.261719
 s233	    18.929	504920.187500
s2233	    13.615	337652.718750
 s235	    18.617	160024.046875
 s241	    20.720	64000.000000
 s242	     3.520	1535966208.000000
 s243	    16.889	810659.437500
 s244	    14.439	70110.828125
s1244	    13.487	108527.601562
s2244	     6.712	70110.859375
 s251	    21.000	32004.367188
s1251	    34.370	400005.843750
s2251	     8.399	2.635389
s3251	    11.539	12.595580
 s252	     4.773	63999.000000
 s253	    11.293	3200845824.000000
 s254	    15.658	32000.000000
 s255	     4.645	31953.501953
