Loop 	Time(sec) 	Checksum
 s317	   123.932	0.000000
 s319	    25.732	43.803417
s3110	     1.984	514.000000
s13110	     1.990	514.000000
s3111	     3.174	10.950721
s3112	     6.432	1.644725
s3113	     8.110	2.000000
 s321	     9.165	32000.000000
 s322	     5.993	32000.000000
 s323	     6.382	146472.437500
 s331	     1.754	32000.000000
 s341	     4.170	10.950721
 s342	     4.572	10.950721
 s343	     0.761	1567.932129
 s351	    49.573	25606707200.000000
s1351	    40.011	32008.869141
 s352	    30.949	1.644725
 s353	     7.420	3200838400.000000
 s421	    15.723	32009.023438
s1421	    14.353	16000.000000
 s422	    28.767	257.660736
