Loop 	Time(sec) 	Checksum
 s256	     1.250	130176.000000
 s257	     1.182	163072.000000
 s258	     0.097	14.652780
 s261	     9.054	261013.984375
 s271	    24.764	689788.562500
 s272	     1.798	64000.000000
 s273	    12.074	99055.859375
 s274	    12.278	3201031680.000000
 s275	     1.264	65536.000000
s2275	    12.616	65536.000000
 s276	    22.512	689788.562500
s1279	     1.619	689810.437500
s2710	     7.489	96003.281250
s2711	    26.913	689788.562500
s2712	    29.776	289747.562500
 s281	     6.590	32000.000000
s1281	    40.731	inf
 s291	     8.248	32000.000000
 s292	     5.506	31953.501953
 s293	     5.134	32000.000000
s2101	     0.825	1704092.000000
s2102	     6.098	256.000000
s2111	    18.211	34544940.000000
 s311	    63.443	10.950721
s31111	     9.203	10.950721
 s312	    63.428	1.030518
 s313	    31.752	1.644725
 s314	     8.099	1.000000
 s315	     1.877	54857.000000
 s316	    14.338	0.000031
