Loop 	Time(sec) 	Checksum
 s423	    14.301	2.736748
 s424	    14.960	822.364014
 s431	    37.300	1674287.625000
 s441	     7.734	196500.265625
 s451	     3.443	32007.896484
 s452	    17.751	32511.939453
 s453	    14.098	21.901442
 s471	     5.443	64004.925781
 s481	     6.188	196500.265625
 s491	     5.505	32001.640625
s4112	     4.675	1127128.875000
s4113	     5.301	32001.640625
s4114	     9.149	32000.000000
s4115	     6.349	1.038636
s4116	     5.080	0.753265
s4117	     5.312	32002.205078
s4121	     7.384	196500.265625
   va	    21.624	1.644725
  vag	     6.270	1.644725
  vas	     6.153	1.644725
  vif	     3.732	1.644725
  vpv	    33.743	1642244.625000
  vtv	    33.748	32000.000000
vpvtv	    18.488	689788.562500
vpvts	     3.554	175234766340096.000000
vpvpv	    18.492	1.644725
vtvtv	    18.513	32000.000000
vsumr	    63.424	10.950721
vdotr	    63.523	1.644725
 vbor	     3.044	31924.046875
