Loop 	Time(sec) 	Checksum
 s317	   123.925	0.000000
 s319	    25.691	43.803417
s3110	     1.959	514.000000
s13110	     1.956	514.000000
s3111	     3.173	10.950721
s3112	     6.396	1.644725
s3113	     7.964	2.000000
 s321	     9.161	32000.000000
 s322	     5.988	32000.000000
 s323	     6.370	146472.437500
 s331	     1.668	32000.000000
 s341	     4.127	10.950721
 s342	     4.579	10.950721
 s343	     0.753	1567.932129
 s351	    54.719	25606707200.000000
s1351	    39.695	32008.869141
 s352	    37.090	1.644725
 s353	     7.565	3200838400.000000
 s421	    15.700	32009.023438
s1421	    14.258	16000.000000
 s422	    28.618	257.660736
